public_id,caption_gt,category,caption_pred
1297797338,cutout of smiling businessman wearing telephone headset at camera,electronics, portrait of a smiling man wearing a headset
1586693321,High school student removing baked cookies from oven in home economics class,misc, a woman pulls out a tray of cookies from the oven.
1587140861,Close up of a leaf floating on water,outdoors, rain drops on a blue leaf
1868714276,A Businessman and businesswoman discussing a report at the table counter in a telemarketing office,indoors, business people having a meeting in an office
1578904325,Portrait of young African jumping and hanging from a basketball ring,outdoors, basketball player making a slam dunk
1587990356,Woman writing a diary or journal relaxing at home,misc, a woman sitting on a couch writing in a journal.
1586724545,Couple Playing On Seesaw In Park Together,outdoors, a man and a woman doing yoga in a field.
1855878098,Family of four flying a kite on the beach on an overcast windy day,misc, a family flies a kite on the beach.
1587839045,Close up of wallet with Euros sticking out,misc, a stack of hundred dollar bills on a white background.
1587811604,Misty meadow with trees at dusk,outdoors, a line of trees on a misty morning
1572544511,A surfer standing on a beach,misc, person on the beach with his surfboard
1766908251,Couple hugging and smiling at each other in meadow,outdoors, a man and a woman embrace in a field of wildflowers.
1864650971,Family of four sitting on a sofa in the living room looking at the camera and cheering with their arms raised,indoors, family sitting on a couch
216580118,Close up of tranquil field of blooming buttercups,outdoors, a field of yellow and pink wildflowers with a blue sky in the background.
1663683863,Teenage boys drinking from bottle in gym,indoors, person working out in a gym
1851487418,Wide shot of a container ship travelling at the sea,office, ship in the middle of the ocean
1571579141,A couple on a boat preparing to go scuba diving,outdoors, how to tie a wetsuit without a harness
1586721830,Sun Shining Through Over Autumn Trees Surrounding Lake,outdoors, a view of a lake near the vacation home
1297781495,Female high school students performing experiment in chemistry lab,indoors, young girl drinking a blue liquid from a beaker.
1725719318,Young girl doing homework at kitchen table mother and sister in background,indoors, a woman sits at a table with a child.
1304265968,Mature man surprising woman with gift at outdoor restaurant table,food, a senior couple enjoys a glass of wine outside on a sunny day.
1578907034,Male and female business colleagues chatting in office building,misc, business people walking in an office building
1590329510,Sunset in desert Al Ain Emirate of Abu Dhabi United Arab Emirates,outdoors," a city in the past, history"
1586672588,Senior woman wearing fur hat in winter day,outdoors, a woman in a blue sweater and a multicolored scarf stands in the snow with her
1857297395,Vertical Close up shot of a young woman studying with a laptop in the library,electronics, woman working on a laptop
1590314078,Close up of hiker s feet Kleinwalsertal Allgau Germany,outdoors, close up of a man's legs running on a mountain trail.
1586691008,Portrait confident quality control worker at production line in cheese processing plant,misc, person working on a production line in a factory
1840647995,A happy production manager holding and showing the final packed and labelled box picked up from the assembly line in a large factory,outdoors, man holding a box in a warehouse
1860726674,Elevated view of a glamorous woman alighting from a car at night,electronics, how to get a girl's phone number and get her on how date a girl
1572486326,A young woman practicing yoga,misc, woman meditating in the garden
1590329693,Capitol and flag of Cuba Capitolio Havana Cuba,outdoors, the national flag flies at half mast in front of the u.s. capitol.
1590360719,Father and daughter playing at beach,outdoors, young couple playing on the beach
1844731661,Vertical shot of a senior engineer in a reflector vest standing with a young engineer in the control room of a nuclear power station,electronics, people working on the roof of a building
1862083157,Wide shot of a Beekeeper checking honey on the beehive frame in the field full of flowers,outdoors, a beekeeper holding a honeycomb and a beehive.
1572396350,Cutting tree with chainsaw Latsch Vinschgau Trentino Alto Adige South Tyrol Italy,outdoors, person cutting down a tree with a chainsaw
1864651172,A couple with two kids and their grandparents collect autumn leaves in the garden as the kids throw up the leaves in the air,misc, family throwing leaves into a wheelbarrow
1663817609,portrait of teenage girlfriends with cucumber slices over eyes,indoors, people lying in a bed with cucumbers on their faces
1571690498,Vineyards at Jenins Grisons Switzerland,outdoors," vineyard in the dolomites, italy"
1840563596,Vertical shot of a technician holding a tray of aluminum products in a hi tech manufacturing plant,office, a man in a blue shirt and jeans holds a large metal tray of eggs.
1859181224,Extreme wide shot of an engineer inspecting the wing of a passenger jet at a hangar,office, engineers working on a train in a factory.
1590363344,Trees along beach Port Launay Marine National Park Mahe Seychelles,outdoors, geographical feature category in the world
1586666900,Sunset and clouds view through window over the wing and jet engine of a passenger plane,outdoors, a view of the sky from the window of an airplane.
1590061625,A middle aged woman holding a pot of moisturising cream,indoors, a woman applying a moisturizer to her face.
1846771241,A sports scientist and a senior man are discussing some data on a digital tablet in a laboratory,indoors, a man in an orange shirt and blue pants stands next to a wheelchair and talks to a
1590363419,Close up of woman smoking cigarette,outdoors, a woman smokes a cigarette in this undated file photo. (credit: getty images
1578933038,A young businessman in a waiting room reading a newspaper,misc, man sitting in an airport waiting room
1866001004,Horizontal rear view of a joyous mature couple on a road trip with the woman driving on a sunny day,outdoors, a couple driving in a convertible
1817410236,Horizontal profile shot of a young couple sitting beside windsurfers on sandy beach with copy space,outdoors, a man and a woman sitting on a beach looking out at the ocean.
1670341265,Mature man pouring wine for friends dining at outdoor restaurant table,food, a group of elderly people enjoying a meal on a patio.
1859334704,A wide shot of a sunrise in a blue sky over a beautiful valley covered with fog,outdoors, the sun rises over a sea of clouds.
1590079862,Baton passing between relay runners,outdoors, exercises that burn stomach fat fast
1587990869,Laboratory mice in glass tank,indoors," funny animal pictures for this week, funny animals"
1868714531,Close up of a scientist in clean suit with selective focus examining the silicon wafer under a microscope in a special laboratory,office, a scientist working in a lab
1578208673,A young woman wearing a winter coat with a fur hood looking up,misc, portrait of a woman in a winter coat
1297800443,Portrait of grandmother with grandchildren in autumn countryside,outdoors, portrait of a family in the countryside
1873296878,Wide shot of an art teacher watching middle school students paint during an art class,indoors, a teacher and two students working at a table in a classroom.
1869317195,Technician kneeling in the aisle of a server room and replacing servers in a cabinet,electronics, a server in a data center
1590025187,A businessman in an office three colleagues in background having a discussion,office, portrait of a business man with colleagues in the background
1590329714,Roofs of Havana view to Catedral San Cristobal de la Habana Havana Cuba,outdoors, a city is one of the world's oldest cities.
1578939155,Woman crying wiping tears away with a tissue,misc, a woman wipes her nose with a tissue.
1588017308,Low angle view of colonnade Saint Peters Basilica Rome Italy,outdoors, picture of vatican city (cagliari): view of the vatican from the
1855882661,Portrait of a young couple holding hands in a park looking back and posing for the camera,outdoors, a man and a woman walking hand in hand.
1588016240,Cars driving on highway in snow with lights on,outdoors, cars drive along a road during a snowstorm in this file photo.
1878871268,A vertical front view of a Smiling school teacher with blonde hair holding a pencil while watching and supervising her students in school laboratory,indoors, woman sitting at a desk with a camera in front of her.
1277232758,Businessmen shaking hands by partially built house,office, men shaking hands on a construction site
1710413957,Birds eye view of businessman leaving office,office, rear view of a businessman walking in an office building
1586683718,Close up Of Senior Man Watering Flowers In Beautiful Cottage Garden,misc, man watering flowers in a garden
1844769257,Portrait of smiling young man wearing headphones while his friends are standing behind him,electronics, a man in an orange button up shirt listens to headphones while standing in front of a group
216108530,Clouds in blue sky over wheat field,outdoors, a photo of a field of golden grain under a blue sky with puffy white clouds.
1297775348,Man carrying smiling woman through dunes on summer beach vacation,outdoors, a man and a woman standing on a hill with their arms outstretched
1590060182,Four teenage friends watching television,misc, a group of people sitting on a couch
1585878731,calving glacier in Magdalenafjorden Spitsbergen Svalbard Norway Europe arctic summer,outdoors, close up of a glacier in iceland
1590044063,Two teenage girls in a bedroom,misc," person and her mother, pose for a photo in their bedroom."
1843607267,Horizontal over the shoulder shot of a businessman using hands free device while working on a laptop at an airport with copy space,office, a man in a suit and sunglasses looks at a computer screen.
1859349074,A portrait shot of a teacher looking at a young boy working with a wrench on a prototype in a vocational school,office, a man and a woman working on a boat engine.
1590357704,Cathedral of Our Blessed Lady Towers of Frauenkirche Munich Germany,outdoors," the towers of the cathedral of notre dame in paris, france."
1586673386,Young woman searching for avalanche victims in snow,outdoors, a man uses a snow blower to remove snow from the roof of a house.
1590341156,Hispanic woman holding Argentine flag,misc, a woman in a baseball cap and pearl necklace holding an australian flag
1590209309,Scenic view of Peitlerkofel in autumn Dolomite Alps South Tyrol Italy,outdoors, a field with a mountain in the background description automatically generated
1840555148,Wide angle shot of Businessman and workers talking among large bags of recycled plastic pellets in warehouse,office," workers move packages at a warehouse in shanghai, china. photo: reuters"
1873351028,Water taxi and moored boat on the sunny Grand Canal in front of San Marco Campanile and architectural buildings in Venice Italy,misc," a wooden boat on the grand canal in venice, italy."
1862126105,A Close up shot of a student's hand writing exam at his desk,indoors, a man writing on a piece of paper.
1869041345,Vertical shot of a senior couple standing beside a parked car and taking a selfie with a digital camera,outdoors, happy senior couple standing on the roof of their car and looking at the view of the mountain
1839589223,Overhead shot of pre school children at nursery making craft with scissors and colored paper at table,indoors, a table full of arts and crafts
1588012256,Close up of businessman cheering with telephone,electronics, a man in a white button down shirt and tie sits in front of a computer monitor.
1578217538,Portrait of a mid adult woman holding a dried leaf,indoors, the benefits of ginger for skin and hair
1862083229,Portrait of happy Technician standing with crossed arms in a solar panel factory,misc, portrait of a female worker in a factory
1572527852,Copper Canyon near Posada Barracas Chihuahua Mexico,outdoors, looking down into the canyon
1844194451,Close up of person holding three brown eggs and whisk with a pan on gas in background,misc, person holding a wire whisk with eggs in it
1572524360,Family wrapped in blanket on beach,outdoors, family sitting in a hammock on the beach
1570236713,Thanksgiving decoration Munich Bavaria Germany,food, a close up of a variety of fruits and vegetables on display at a market stall.
1576774370,Male florist or gardener pruning shrubs,outdoors, a man pruning a shrub in his garden.
1570162253,Church of La Digue Island Seychelles,outdoors, the church of our lady of the immaculate conception
1878782306,Vertical shot of a young girl in a swimming suit standing under a beach umbrella on a sunny day with the ocean in the background,outdoors, a man in a swimsuit stands on the beach looking at the ocean.
1908116561,Sea fishing from beach Offset,outdoors, a man walks along the beach on a hazy day.
1571358260,View to St Martin Latsch Vinschgau Trentino Alto Adige South Tyrol Italy,outdoors, a tree in autumn with snowcapped mountains in the background
1587842159,Harbor with boats in Germany,outdoors, a city from the sea
1878778766,Couple looking at closed sign stuck on a garage while standing next to their broken down car,outdoors, a man and a woman standing in front of a car with the trunk open.
1843605638,A blond woman patient getting her eyes checked by an ophthalmologist using an ophthalmoscope,medical, a man and a woman looking at each other through a magnifying glass.
1862063180,Multi generation family running over a wooden jetty to jump into the lake,outdoors, a group of people running on a beach
1855886123,Vertical shot of a businessman doing a handstand on board desk in a meeting room as colleagues watch on,office, a man doing a handstand in a conference room
1570388225,Bayon temple Angkor Thom Siem Reap Cambodia,outdoors, buddhist place of worship is the largest religious monument in the world.
1590047606,Business people traveling waiting in airport or station,office, a man in a suit pulling a suitcase.
1844196263,Butcher in uniform behind the counter selling meat to customer,food," person, a butcher, proudly displays his meat at the market."
1581270515,Girl in school art class holding paintbrush at camera smiling at camera,indoors, a young girl holding a paint brush.
1571356433,Exterior of Chiesa di Sant Anastasia Verona Veneto Italy,outdoors, the facade of the church of the holy trinity.
1588012475,A young woman sitting at a table,misc, a woman sitting at a table
1862121581,A man and woman in formal business suit looking into a digital tablet while sitting at a table in the lobby,indoors, a man and a woman sitting at a table looking at a tablet.
1859178506,Low angle wide shot of an engineer working on a passenger jet in a hangar,office, maintenance of an aircraft in a hangar
1277214128,Mature woman standing in organic garden with basket of vegetables,food, person working in the garden
1588010177,Woman using eye drops outdoors,medical, how to get rid of wrinkles on the face
1865999603,Horizontal shot of a couple with their two children running towards the parked car on a cliff top overlooking the ocean smile at the camera,outdoors, family running to a car
1747434198,Rolls of assorted Euro coins with businessmen figurines,office, how to make a miniature men's suit out of toilet paper
1590349982,Detail of father and daughters legs,outdoors, people standing on a dock with their feet in the water.
1571580044,A young girl eating an ice cream,misc, little girl eating an ice cream cone
1844764175,Vertical portrait of a happy joint family sitting on a wooden bridge over a stream,outdoors, people sitting on a log by a river
1572524273,Family lying together on beach,outdoors, person and his family relax on the beach.
1587982256,Close up of cherries on tree,outdoors, a close up of a cherry tree
1844769341,Young guy piggybacking a beautiful girl in the city,electronics, mother and daughter at the beach
1572524321,Family running together on beach,outdoors, family playing soccer on the beach
1846771271,Portrait of a sports scientist monitoring exercising data of a cyclist working out on an exercise bike in a laboratory,indoors, a man in a green shirt and black pants stands next to his bike and talks to a
1585873994,Alphorns Zermatt Valais Switzerland Europe,outdoors, a broken pipe in a parking lot.
1859342279,A Close up shot of a technician looking up while holding a blueprint with a van and large solar panels in background,outdoors, a man in a hard hat holds a piece of paper in front of solar panels on a
1590102626,Young man with a laptop sitting on a bed,misc, man working on a laptop
1587141251,Still life of a bunch of chilies,misc, it's all about the chilli.
1840648592,Side view of an IT technician working in the aisle of a data center room in selective focus facing direct warm light with a row of glowing network server cabinets softly blurred in the foreground,office, a man stands in a dark hallway surrounded by blue lights.
1572529421,Cactus at Urique Canyon Copper Canyon Chihuahua Mexico,outdoors, a cactus grows on the side of a cliff overlooking a body of water.
1851407603,Horizontal waist up profile shot of two jubilant mature couples drinking champagne outdoors on a balcony during sunset with copy space,outdoors, a group of people standing in front of a house.
1590102629,A businessman ringing a bell for attention,office, a man in a white shirt and red tie uses a squeegee to clean a window.
1571665529,Portrait boy with catcher's mitt,outdoors, portrait of a boy wearing a baseball glove
1570160810,Houses in Stone Town part of Zanzibar City Zanzibar Tanzania Africa,outdoors," one of the many narrow alleys in the old town of tangier, morocco"
1587990338,A couple relaxing by a pool,outdoors, a couple relaxes by a pool with the ocean in the background.
1840562621,Medium wide shot of a worker standing in the aisle of a manufacturing plant with a broom and looking at the camera,office, a man in a blue shirt and black pants stands in a factory with a mop in
1277238185,Young woman in underwear eating healthy apple snack,food, a woman eating a pear
1590034352,Elegant young woman in a white silk dress or wrap,misc, how to get rid of a bump on the back of your neck
1766918223,Teenage boys balancing on pier,outdoors, kids jumping off a dock into a lake.
1586730020,Silhouette Of Man Standing On Mountain Peak At Sunset,outdoors, a man standing on a mountain top with his arms outstretched with a sunset in the background
1868723474,A medium shot of a happy family talking with each other while riding bicycles in a wildflower field,misc, a family cycling through a wildflower meadow
1578902414,A young woman on the beach,misc, a man in white swim trunks stands on the beach.
1869314615,Silhouette of an elderly couple sitting on a bench with their arms around each other against the sunset over the ocean,outdoors, a couple sitting on a bench looking out to sea at sunset
1586704859,Portrait Of IT Technician In Data Centre Standing By Servers,office, man standing in front of a server rack.
1304263382,Mature couple on road trip in classic convertible car on country road,outdoors, a man and a woman sitting in the backseat of a red pick up truck.
1586682932,Judge Awarding Trophy At Flower Show,misc, person presents the award to person.
1859237117,A front view of two smart architects reviewing blueprints under the brightly glowing sun at a construction site,office, men working on the roof of a new house
1277231360,Underwater view of woman wearing goggles in swimming pool at camera,outdoors, a young woman swimming underwater with the sun shining through the water
1847201867,A cute girl standing on the top of a snow mountain wearing winter clothes while smiling and adjusting her sunglasses with her family sitting in the background,outdoors, a young girl in a pink winter coat and pink sunglasses holds her hands up to her face
1846749416,A senior surgeon in selective focus performing an operation with his teammates in the foreground in an operation suite,medical, a group of doctors in blue scrubs operate on a patient in an operating room.
1747435521,Rolls of assorted Euro coins with businessmen figurines,office, how to make a paper bag out of wrapping paper
1813179956,Reflection of businessman sitting on floor with laptop looking out of the window as seen from rear,office, a man sitting on the floor in front of a window
1588011629,Businessmen walking out of elevator,office, business people walking out of an office building
1570340051,View over Ramsau to Reiter Alpe and Hochkalter near Berchtesgaden Bavaria Germany,outdoors," property image # house m from the center with internet, air conditioning, parking"
1587833729,Ancient roman stone street Ancient Ostia Rome Italy,outdoors, tourist attraction in the rain
1859204651,Vertical shot of a family having a picnic in the countryside,outdoors, family having a picnic in a park
1586693309,High school student removing baked cookies from oven in home economics class,misc, baking cupcakes in the oven
1581280190,Smiling mother sitting on exercise ball with baby daughter at camera,electronics, woman sitting on a yoga ball with a child walking in front of her.
1587031385,View of a wind engine and a power poll against blue sky St Poelten Austria,outdoors, a photo of a wind turbine and power lines in a field.
1567876817,Fishing net and boat in harbor of Marsalforn Gozo Malta,misc," fishing boats in the harbour of essaouira, morocco"
1578924734,A senior couple holding hands in autumn time,misc, senior couple taking a walk in autumn
1277235599,Businesswoman at head of boardroom conference table,office, woman meditating in a conference room
1844728907,Vertical shot of a senior engineer speaking on the telephone at the control desk in the control room of a nuclear power station,electronics, a man wearing a face mask sits in a control room.
1586682935,Senior Male Judging Chrysanthemums At Flower Show,misc, man selecting a flower in a florist's shop
1859347388,A low angle shot of clouds floating in a blue sky,outdoors, clouds in a blue sky
1860726761,Side view of a businessman working with a laptop on a filing cabinet in the desert,electronics, person sitting in a chair in the middle of the desert talking on a cell phone.
1852935113,Vertical ground level shot of a young woman carrying out plumbing work under the kitchen sink smiles at the camera with copy space,indoors, woman cleaning a kitchen floor
1570552856,Cocoa beans Gurupa Amazon River Brazil,indoors, close up of a pile of roasted dog food
1665809852,Woman standing in front of man laying on bed,indoors, a model walks the runway at the fashion show during fashion week
1670340083,Girl on home sofa listening to music and playing video game using MP3 player and console,electronics, a young girl sitting on the floor looking at a tablet.
1572537380,A man splashing in the sea,outdoors, a man running on the beach
1590222707,Couple looking in shop window,misc, a man and a woman looking at handbags in a shop window.
1663598228,Futuristic power plant created in 3D 3D artwork 3D rendering 3D illustration showcasing a factory that is forward thinking and looking to the future demonstrating how fossil fuels are evolving,office, a view of the construction site at night.
1572390227,Highland cattle on farm Seefeld Bavaria Germany,outdoors, a highland cow stands in a field.
1590061697,A young woman sitting on a bed with a laptop,misc, man sitting on a bed using a laptop
1297780790,Doctor in white coat taking female patients blood pressure,medical, a male doctor in a white coat talks to a female patient in a hospital bed.
1865943800,Vertical shot of a family relaxing on the deck of a sailing boat out at sea with the father standing at the helm,outdoors, people on a boat in the ocean
1587138344,A businessman and a businesswoman shaking hands on a deal,office, business people in a meeting
1567881305,Diverse group of people standing together and cupping ears,misc, a group of people standing in front of a crowd description automatically generated
1840559729,Wide angle shot of Workers controlling robotic machinery lifting steel fencing in manufacturing plant,office, production line of the wooden floor factory. cnc automatic woodworking machine. industrial background.
1590161879,Harbor with boats and buildings in background Marciana Marina Elba Tuscany Italy,outdoors," a view of the harbor in positano, on the amalfi coast, italy"
1297781582,Engineers discussing plans standing next to large solar panels,outdoors, people standing in a field with solar panels in the background.
1865999657,Vertical shot of two boys playing with an inflatable ball at the beach on a sunny day with copy space,misc, boys playing with a beach ball
1865943647,Horizontal shot of a father loading camping equipment into a car boot on a driveway with children sitting in a parked car,outdoors, how to pack a car for a road trip
1264213472,Close up of whipped cream on cup of hot chocolate on cafe table with focus on foreground,indoors," food and drink, the bishop's house rwanda all inclusive"
1571668373,Portrait of a young woman,outdoors, how to get a girl's number on her first date
1578932864,A group of four business colleagues holding an informal meeting,misc, a group of people sitting around a table
1587642905,Seawater at the rear of a rry,outdoors, a view of the ocean from the deck of a cruise ship.
1590351095,Real Cartuja de Valldemossa Mallorca Spain,outdoors," the church of our lady of mount carmel in haifa, israel."
217361663,Detail of water rapids,outdoors, close up of water flowing over rocks in a river
1586728001,Mother Washing Baby Son In Plastic Bath On Nursery Table,indoors, a mother giving her baby a bath
1585868900,Seaside with Cruiser in the background Hornsund Spitsbergen Svalbard Norway Europe,outdoors, a city on a grey day
1587988841,Businessman reaching for water glasses in conference room,office, a man in a suit reaching for a stack of glass mugs on a table.
1590363338,Sunset over rock formations at beach Anse Takamaka Mahe Seychelles,outdoors, the sun sets over the pacific ocean.
1766928984,Group of people practicing yoga Kleinwalsertal Allgau Germany,outdoors, people doing yoga in the mountains
1839581621,Beach umbrella on a tropical beach Umbrella and a beautiful sand beach with clear water and blue sky on a sunny day,outdoors," umbrellas on the beach in punta cana, dominican republic"
1878695720,Teacher and female high school students assembling a bicycle in a woodworking class,indoors, person working on a bike
1571579078,Boy in baseball gear sitting on a bench,outdoors, person gets ready to hit the ball during a game against a city on tuesday.
1590073406,Mother hugging son in baseball gear,outdoors, a man in a baseball cap hugs a woman in a blue shirt and baseball cap.
1840559672,Wide shot of smiling businessman with clipboard in front of steel tubes in warehouse,office, man in a warehouse holding a clipboard
1663818179,Teenage friends performing press ups together in gym,indoors, a group of people in plank position
1851485408,Medium shot of a man carrying a woman on his back while walking along the shore of a sunny beach,outdoors, mother and son playing on the beach
1655856812,Young boy frowning well lit,outdoors, a young boy looks at the camera with a serious expression on his face.
217368554,French Flag on Top of Soccer Ball,outdoors, soccer ball with the french flag
1588025585,A senior woman in profile detail of nose mouth and chin,indoors, close up of a senior woman's face
1859144684,Vertical shot of a woman leaning on a mountain bike in the woods and smiling at the camera,outdoors, person pushing a mountain bike up a hill.
1590056591,A mother applying sunscreen on her daughter,misc, a woman and a girl on a boat smiling at each other.
1587849554,Cars driving in the rain,outdoors, car driving in the rain
1590070313,A young woman looking at a pregnancy test,stocky_setting, a woman uses a cotton swab to test her skin for the presence of psoriasis
1277367311,Portrait of grandmother granddaughter at home smiling at camera sitting on doorstep and hugging,outdoors, mother and daughter sitting on the porch
1590361265,Close up of one hundred Euro banknotes,misc, a stack of euro banknotes on a wooden table.
1590183797,Close up of Vanilla Silique plant Lifou Island Loyalty Islands New Caledonia Overseas Territory of France,outdoors, how to grow biological genus from a cutting
1866091556,Businessman and gardeners with crate of tomatoes shaking hands in a greenhouse,food, people talking in a greenhouse
1844728997,Medium shot of an elderly man in hat holding a flower and painting in a meadow full of wildflowers,outdoors, image of a beekeeper in a field of flowers
217371068,Lone Creek Waterfall near Sabie Mpumalanga South Africa,outdoors, one of the many waterfalls.
1878692834,High school student completing his homework in the study hall,indoors, a group of people sitting at a table description automatically generated
1297774418,Young couple having piggyback ride on winter beach smiling at camera,outdoors, a man and a woman smiling at the camera on the beach.
1570365638,A ploughed field in Autumn Milborne Port Sherborne Dorset UK,outdoors, a freshly ploughed field with a farmhouse in the background
1843605494,Horizontal shot of middle aged hiker man tying the laces on his shoe during a holiday backpacking in the forest,outdoors, close up of a man working in the field.
1570388285,Pre Rup Angkor Siem Reap Cambodia,outdoors," the ruins of preah khan temple in angkor, cambodia."
1587060059,People looking at computer screen architect model in foreground,office, a man and a woman sitting at a table in front of a computer.
1567888433,Lychee trees with ripe fruit Nosy Be Madagascar,food, pomegranate tree in the garden
1588002695,Two young girls at a lemonade stand,misc, girls sitting at a table with lemonade in front of them.
1868716490,A portrait shot of a senior farmer smiling at camera while kneeling down with a sack of potatoes in a sunny rural field with tractors in background,misc," image may contain : person, smiling, sitting, on stage, playing a musical instrument and"
1587990152,Woman holding seed in tweezers,indoors, a close up of a person's hand holding a screwdriver.
1840647806,American flag waving in front with skyscraper in background,outdoors, the flag of the united states of america flies at half staff outside the united nations headquarters
1586652284,Senior women at home relaxing and pampering themselves,indoors, person sits on a couch in her living room.
1587136481,View of a man hitting a golf ball out of a bunker on a golf course,outdoors, a golfer teeing off on a golf course.
1873340672,Railway crossing the road while the vehicles wait for it to pass by,outdoors, a train crossing a road in the middle of a construction zone.
1587851087,View of castle in Prague,outdoors, the statue of st. vitus in prague
216096473,Fishing rod on beach,outdoors, a beach at or near the apartment
1851471974,Wide shot of a couple flying a kite with their children and elderly parents running in the background at a sunny beach,outdoors, a family flies a kite on the playa
1586673278,Portrait of young woman holding colorful tulips on winter day in mountains,outdoors, a woman holds a bouquet of flowers in front of snow covered mountains.
1766919177,Young couple on lake with man pointing,outdoors, a man and a woman in a boat pointing at something out of the water.
1873425416,A medium shot of a businessman looking at a laptop while drinking coffee in airport lounge,electronics, a man in a suit looks at his credit card.
1859331758,A medium shot of a nurse checking a patient's blood pressure in a hospital room,medical, a counsellor talks to a patient.
1570537094,Exterior of Basilica Nossa Senhora de Nazare Belem Brazil,outdoors, the front of the st. louis cathedral in new orleans.
1878869633,A young adult Gym teacher in a school gymnasium demonstrating rope climbing while the students raising their hands in excitement with an intent to volunteer,indoors, a group of children sitting on mats in a gym
1840563473,Portrait of an businesswoman smiling at the camera holding a digital tablet with colleagues in the background in a manufacturing plant,electronics, a group of people in scrubs standing next to a car.
1585870481,Mature woman relaxing in chair on veranda,outdoors, person relaxes on the porch of her home.
1587983462,A woman walking in the desert holding a bunch of balloons,misc," woman running with blue balloons in the white desert, egypt"
1576745900,An elderly woman playing cards,misc, a group of elderly people playing cards
1716618329,Man swinging in park on sunny day,outdoors, actor on a swing in a scene from the film.
216586112,Trees and field in snow covered winter landscape,outdoors, tourist attraction in the snow
1766920431,Sisters playing with lip gloss,indoors, a mother and daughter smile as they look at each other and brush their teeth.
1587038573,Children in front of fireplace,misc, a boy and his dog asleep in front of a fireplace.
1586693147,Portrait smiling middle school student with digital tablet in study hall,misc, person sitting at a desk
1869318137,Tractor with a straw baling machine at a rural field,office, a combine harvester in a wheat field.
1587982880,Close up of two men toasting with wine at restaurant,food, people raising glasses of white wine in a toast
1587996977,Low angle view of wine bottle and wine glass,outdoors, a glass of white wine
1578932831,A group of four business colleagues holding an informal meeting,misc, group of business people having a meeting in the lobby of an office building
1578927338,A group of work colleagues sitting at a table having a meeting,electronics, business people in a meeting
1570354577,A plane coming into land,outdoors," a helicopter flies over a building on the campus of harvard medical school in cambridge,"
1878688754,Wide shot of a technician checking the wires in the data center holding a laptop,electronics, person working on a computer
1865895140,Friends celebrating and toasting wine glasses over a lunch table and a woman smiling with focus on the wine glasses,indoors, people toasting with wine glasses at a restaurant
1564940417,Two men doing hand stands,outdoors, people doing handstands in a park
